campanya,codi_abs,recompte,poblacio,index_socioeconomic,sexe
VRS: Campanya 2024,231,80,40,3,Dona
VRS: Campanya 2024,232,62,32,4,Dona
VRS: Campanya 2024,232,38,20,4,Home
VRS: Campanya 2024,233,96,49,3,Dona
VRS: Campanya 2024,233,96,57,3,Home
VRS: Campanya 2024,234,122,67,4,Home
VRS: Campanya 2024,234,146,79,4,Dona
VRS: Campanya 2024,235,112,64,2,Dona
VRS: Campanya 2024,235,118,64,2,Home
VRS: Campanya 2024,236,82,48,3,Dona
VRS: Campanya 2024,236,60,34,3,Home
VRS: Campanya 2024,237,64,33,3,Dona
VRS: Campanya 2024,237,68,39,3,Home
VRS: Campanya 2024,238,100,54,2,Dona
VRS: Campanya 2024,238,88,49,2,Home
VRS: Campanya 2024,239,120,63,4,Dona
VRS: Campanya 2024,239,108,56,4,Home
VRS: Campanya 2024,240,142,81,4,Home
VRS: Campanya 2024,240,148,84,4,Dona
VRS: Campanya 2024,241,154,80,3,Dona
VRS: Campanya 2024,241,164,86,3,Home
VRS: Campanya 2024,242,118,64,2,Home
VRS: Campanya 2024,242,98,52,2,Dona
VRS: Campanya 2024,243,78,49,3,Dona
VRS: Campanya 2024,243,90,48,3,Home
VRS: Campanya 2024,244,100,54,2,Dona
VRS: Campanya 2024,244,92,50,2,Home
VRS: Campanya 2024,245,204,110,3,Home
VRS: Campanya 2024,245,152,86,3,Dona
VRS: Campanya 2024,246,40,23,3,Home
VRS: Campanya 2024,246,32,19,3,Dona
VRS: Campanya 2024,247,256,137,2,Home
VRS: Campanya 2024,247,246,132,2,Dona
VRS: Campanya 2024,248,224,118,4,Home
VRS: Campanya 2024,248,206,111,4,Dona
VRS: Campanya 2024,249,78,43,3,Home
VRS: Campanya 2024,249,68,39,3,Dona
VRS: Campanya 2024,250,150,90,3,Dona
VRS: Campanya 2024,250,204,111,3,Home
VRS: Campanya 2024,251,212,117,3,Dona
VRS: Campanya 2024,251,268,143,3,Home
VRS: Campanya 2024,252,230,123,3,Dona
VRS: Campanya 2024,252,214,115,3,Home
VRS: Campanya 2024,253,80,44,2,Dona
VRS: Campanya 2024,253,68,35,2,Home
VRS: Campanya 2024,254,116,64,3,Dona
VRS: Campanya 2024,254,112,62,3,Home
VRS: Campanya 2024,255,176,99,3,Home
VRS: Campanya 2024,255,178,94,3,Dona
VRS: Campanya 2024,256,132,75,3,Dona
VRS: Campanya 2024,256,136,75,3,Home
VRS: Campanya 2024,257,250,137,3,Dona
VRS: Campanya 2024,257,234,134,3,Home
VRS: Campanya 2024,258,86,48,3,Home
VRS: Campanya 2024,258,84,47,3,Dona
VRS: Campanya 2024,259,42,24,3,Home
VRS: Campanya 2024,259,30,16,3,Dona
VRS: Campanya 2024,260,46,31,4,Dona
VRS: Campanya 2024,260,46,30,4,Home
VRS: Campanya 2024,261,174,95,3,Dona
VRS: Campanya 2024,261,156,85,3,Home
VRS: Campanya 2024,262,82,49,4,Home
VRS: Campanya 2024,262,72,39,4,Dona
VRS: Campanya 2024,263,130,77,3,Home
VRS: Campanya 2024,263,124,69,3,Dona
VRS: Campanya 2024,265,130,69,3,Home
VRS: Campanya 2024,265,102,58,3,Dona
VRS: Campanya 2024,266,144,73,3,Home
VRS: Campanya 2024,266,68,36,3,Dona
VRS: Campanya 2024,267,66,36,3,Home
VRS: Campanya 2024,267,56,35,3,Dona
VRS: Campanya 2024,269,70,39,4,Dona
VRS: Campanya 2024,269,60,36,4,Home
VRS: Campanya 2024,271,114,65,2,Home
VRS: Campanya 2024,271,116,64,2,Dona
VRS: Campanya 2024,272,82,43,2,Home
VRS: Campanya 2024,272,96,49,2,Dona
VRS: Campanya 2024,273,116,62,2,Home
VRS: Campanya 2024,273,82,47,2,Dona
VRS: Campanya 2024,274,138,74,2,Home
VRS: Campanya 2024,274,104,60,2,Dona
VRS: Campanya 2024,275,120,66,3,Dona
VRS: Campanya 2024,275,104,56,3,Home
VRS: Campanya 2024,276,210,115,4,Home
VRS: Campanya 2024,276,152,85,4,Dona
VRS: Campanya 2024,277,168,91,4,Dona
VRS: Campanya 2024,277,138,74,4,Home
VRS: Campanya 2024,279,62,33,3,Home
VRS: Campanya 2024,279,70,36,3,Dona
VRS: Campanya 2024,280,88,45,4,Home
VRS: Campanya 2024,280,86,45,4,Dona
VRS: Campanya 2024,281,60,33,4,Home
VRS: Campanya 2024,281,70,37,4,Dona
VRS: Campanya 2024,282,104,56,3,Home
VRS: Campanya 2024,282,104,55,3,Dona
VRS: Campanya 2024,283,62,32,4,Home
VRS: Campanya 2024,283,52,29,4,Dona
VRS: Campanya 2024,284,124,69,4,Home
VRS: Campanya 2024,284,142,76,4,Dona
VRS: Campanya 2024,285,168,90,3,Dona
VRS: Campanya 2024,285,194,102,3,Home
VRS: Campanya 2024,286,136,73,2,Dona
VRS: Campanya 2024,286,134,71,2,Home
VRS: Campanya 2024,287,96,50,3,Dona
VRS: Campanya 2024,287,98,56,3,Home
VRS: Campanya 2024,288,186,103,3,Dona
VRS: Campanya 2024,288,154,85,3,Home
VRS: Campanya 2024,289,116,67,3,Dona
VRS: Campanya 2024,289,154,86,3,Home
VRS: Campanya 2024,290,172,93,4,Dona
VRS: Campanya 2024,290,188,100,4,Home
VRS: Campanya 2024,291,214,112,4,Dona
VRS: Campanya 2024,291,246,128,4,Home
VRS: Campanya 2024,292,126,70,2,Home
VRS: Campanya 2024,292,112,60,2,Dona
VRS: Campanya 2024,293,152,82,3,Dona
VRS: Campanya 2024,293,132,71,3,Home
VRS: Campanya 2024,294,220,114,4,Dona
VRS: Campanya 2024,294,232,125,4,Home
VRS: Campanya 2024,295,164,87,4,Home
VRS: Campanya 2024,295,182,96,4,Dona
VRS: Campanya 2024,296,250,133,4,Dona
VRS: Campanya 2024,296,260,139,4,Home
VRS: Campanya 2024,297,64,32,3,Dona
VRS: Campanya 2024,297,56,29,3,Home
VRS: Campanya 2024,298,66,38,4,Home
VRS: Campanya 2024,298,64,34,4,Dona
VRS: Campanya 2024,299,120,64,3,Home
VRS: Campanya 2024,299,94,51,3,Dona
VRS: Campanya 2024,300,64,36,4,Home
VRS: Campanya 2024,300,58,32,4,Dona
VRS: Campanya 2024,302,224,122,3,Dona
VRS: Campanya 2024,302,262,140,3,Home
VRS: Campanya 2024,303,122,66,4,Dona
VRS: Campanya 2024,303,120,62,4,Home
VRS: Campanya 2024,304,154,80,3,Home
VRS: Campanya 2024,304,170,93,3,Dona
VRS: Campanya 2024,305,164,88,2,Home
VRS: Campanya 2024,305,118,62,2,Dona
VRS: Campanya 2024,306,146,81,4,Home
VRS: Campanya 2024,306,138,75,4,Dona
VRS: Campanya 2024,307,210,111,4,Home
VRS: Campanya 2024,307,184,103,4,Dona
VRS: Campanya 2024,309,202,111,3,Home
VRS: Campanya 2024,309,150,80,3,Dona
VRS: Campanya 2024,310,152,83,3,Dona
VRS: Campanya 2024,310,158,83,3,Home
VRS: Campanya 2024,311,132,69,3,Dona
VRS: Campanya 2024,311,102,54,3,Home
VRS: Campanya 2024,312,162,94,4,Dona
VRS: Campanya 2024,312,176,106,4,Home
VRS: Campanya 2024,314,88,49,3,Home
VRS: Campanya 2024,314,106,58,3,Dona
VRS: Campanya 2024,315,168,92,3,Dona
VRS: Campanya 2024,315,192,102,3,Home
VRS: Campanya 2024,316,140,71,3,Dona
VRS: Campanya 2024,316,106,56,3,Home
VRS: Campanya 2024,317,150,78,3,Home
VRS: Campanya 2024,317,110,62,3,Dona
VRS: Campanya 2024,319,124,66,2,Dona
VRS: Campanya 2024,319,144,75,2,Home
VRS: Campanya 2024,320,186,99,3,Dona
VRS: Campanya 2024,320,170,90,3,Home
VRS: Campanya 2024,322,60,34,4,Dona
VRS: Campanya 2024,322,68,34,4,Home
VRS: Campanya 2024,324,38,19,3,Home
VRS: Campanya 2024,324,16,8,3,Dona
VRS: Campanya 2024,325,132,70,4,Home
VRS: Campanya 2024,325,154,86,4,Dona
VRS: Campanya 2024,326,220,121,2,Home
VRS: Campanya 2024,326,218,119,2,Dona
VRS: Campanya 2024,327,98,56,4,Home
VRS: Campanya 2024,327,120,65,4,Dona
VRS: Campanya 2024,328,86,45,4,Dona
VRS: Campanya 2024,328,90,48,4,Home
VRS: Campanya 2024,329,36,19,3,Dona
VRS: Campanya 2024,329,40,22,3,Home
VRS: Campanya 2024,330,80,44,3,Home
VRS: Campanya 2024,330,74,43,3,Dona
VRS: Campanya 2024,331,92,54,2,Home
VRS: Campanya 2024,331,96,54,2,Dona
VRS: Campanya 2024,333,48,24,3,Home
VRS: Campanya 2024,333,44,22,3,Dona
VRS: Campanya 2024,334,36,19,3,Dona
VRS: Campanya 2024,334,72,37,3,Home
VRS: Campanya 2024,335,80,42,2,Home
VRS: Campanya 2024,335,102,57,2,Dona
VRS: Campanya 2024,336,88,47,4,Home
VRS: Campanya 2024,336,74,45,4,Dona
VRS: Campanya 2024,337,46,25,3,Dona
VRS: Campanya 2024,337,60,31,3,Home
VRS: Campanya 2024,338,88,48,4,Dona
VRS: Campanya 2024,338,128,73,4,Home
VRS: Campanya 2024,339,166,87,3,Home
VRS: Campanya 2024,339,172,94,3,Dona
VRS: Campanya 2024,340,138,73,4,Home
VRS: Campanya 2024,340,106,57,4,Dona
VRS: Campanya 2024,341,140,73,4,Home
VRS: Campanya 2024,341,102,55,4,Dona
VRS: Campanya 2024,342,182,99,4,Dona
VRS: Campanya 2024,342,220,113,4,Home
VRS: Campanya 2024,343,20,11,3,Dona
VRS: Campanya 2024,343,20,10,3,Home
VRS: Campanya 2024,344,64,35,3,Dona
VRS: Campanya 2024,344,88,44,3,Home
VRS: Campanya 2024,345,152,78,3,Dona
VRS: Campanya 2024,345,150,81,3,Home
VRS: Campanya 2024,346,28,16,3,Home
VRS: Campanya 2024,346,34,19,3,Dona
VRS: Campanya 2024,347,30,17,2,Dona
VRS: Campanya 2024,347,42,22,2,Home
VRS: Campanya 2024,348,138,78,3,Dona
VRS: Campanya 2024,348,108,60,3,Home
VRS: Campanya 2024,349,118,66,3,Dona
VRS: Campanya 2024,349,88,46,3,Home
VRS: Campanya 2024,350,200,106,2,Dona
VRS: Campanya 2024,350,180,93,2,Home
VRS: Campanya 2024,351,220,113,3,Dona
VRS: Campanya 2024,351,186,103,3,Home
VRS: Campanya 2024,352,82,42,4,Dona
VRS: Campanya 2024,352,78,43,4,Home
VRS: Campanya 2024,353,76,39,2,Home
VRS: Campanya 2024,353,78,43,2,Dona
VRS: Campanya 2024,354,40,24,2,Dona
VRS: Campanya 2024,354,42,22,2,Home
VRS: Campanya 2024,355,40,22,2,Dona
VRS: Campanya 2024,355,70,37,2,Home
VRS: Campanya 2024,356,126,71,3,Home
VRS: Campanya 2024,356,142,80,3,Dona
VRS: Campanya 2024,357,136,77,3,Home
VRS: Campanya 2024,357,154,84,3,Dona
VRS: Campanya 2024,358,110,57,2,Home
VRS: Campanya 2024,358,124,66,2,Dona
VRS: Campanya 2024,359,168,96,3,Dona
VRS: Campanya 2024,359,180,95,3,Home
VRS: Campanya 2024,360,186,100,3,Dona
VRS: Campanya 2024,360,158,81,3,Home
VRS: Campanya 2024,361,82,42,2,Dona
VRS: Campanya 2024,361,96,52,2,Home
VRS: Campanya 2024,362,86,46,2,Dona
VRS: Campanya 2024,362,86,47,2,Home
VRS: Campanya 2024,363,82,42,1,Home
VRS: Campanya 2024,363,54,28,1,Dona
VRS: Campanya 2024,364,104,53,2,Dona
VRS: Campanya 2024,364,66,35,2,Home
VRS: Campanya 2024,365,190,109,3,Home
VRS: Campanya 2024,365,150,81,3,Dona
VRS: Campanya 2024,366,150,77,2,Dona
VRS: Campanya 2024,366,108,62,2,Home
VRS: Campanya 2024,367,54,28,2,Home
VRS: Campanya 2024,367,66,34,2,Dona
VRS: Campanya 2024,368,162,91,4,Dona
VRS: Campanya 2024,368,154,82,4,Home
VRS: Campanya 2024,369,82,43,2,Home
VRS: Campanya 2024,369,118,61,2,Dona
VRS: Campanya 2024,370,60,31,3,Dona
VRS: Campanya 2024,370,66,33,3,Home
VRS: Campanya 2024,371,150,79,3,Dona
VRS: Campanya 2024,371,116,65,3,Home
VRS: Campanya 2024,372,128,68,3,Dona
VRS: Campanya 2024,372,100,54,3,Home
VRS: Campanya 2024,373,40,22,2,Home
VRS: Campanya 2024,373,32,17,2,Dona
VRS: Campanya 2024,374,134,75,3,Home
VRS: Campanya 2024,374,126,67,3,Dona
VRS: Campanya 2024,375,80,43,3,Dona
VRS: Campanya 2024,375,84,46,3,Home
VRS: Campanya 2024,376,140,72,3,Home
VRS: Campanya 2024,376,124,63,3,Dona
VRS: Campanya 2024,377,62,32,3,Dona
VRS: Campanya 2024,377,90,47,3,Home
VRS: Campanya 2024,378,88,51,3,Dona
VRS: Campanya 2024,378,106,58,3,Home
VRS: Campanya 2024,379,134,72,3,Dona
VRS: Campanya 2024,379,130,69,3,Home
VRS: Campanya 2024,380,90,46,3,Home
VRS: Campanya 2024,380,92,53,3,Dona
VRS: Campanya 2024,383,114,63,3,Dona
VRS: Campanya 2024,383,110,56,3,Home
VRS: Campanya 2024,384,98,53,3,Home
VRS: Campanya 2024,384,74,38,3,Dona
VRS: Campanya 2024,385,112,57,3,Dona
VRS: Campanya 2024,385,100,52,3,Home
VRS: Campanya 2024,386,118,60,3,Dona
VRS: Campanya 2024,386,92,52,3,Home
VRS: Campanya 2024,387,56,29,3,Dona
VRS: Campanya 2024,387,50,28,3,Home
VRS: Campanya 2024,388,158,84,1,Dona
VRS: Campanya 2024,388,188,101,1,Home
VRS: Campanya 2024,389,106,60,1,Dona
VRS: Campanya 2024,389,152,85,1,Home
VRS: Campanya 2024,390,200,109,1,Home
VRS: Campanya 2024,390,206,109,1,Dona
VRS: Campanya 2024,391,58,31,3,Dona
VRS: Campanya 2024,391,68,36,3,Home
VRS: Campanya 2024,392,82,44,3,Dona
VRS: Campanya 2024,392,74,41,3,Home
VRS: Campanya 2024,393,106,59,3,Home
VRS: Campanya 2024,393,78,49,3,Dona
VRS: Campanya 2024,394,104,56,3,Home
VRS: Campanya 2024,394,138,75,3,Dona
VRS: Campanya 2024,395,126,67,2,Dona
VRS: Campanya 2024,395,148,78,2,Home
VRS: Campanya 2024,396,104,54,2,Dona
VRS: Campanya 2024,396,114,59,2,Home
VRS: Campanya 2024,397,112,62,3,Dona
VRS: Campanya 2024,397,118,62,3,Home
VRS: Campanya 2024,398,136,75,3,Home
VRS: Campanya 2024,398,174,93,3,Dona
VRS: Campanya 2024,399,64,34,-1,Dona
VRS: Campanya 2024,399,52,29,-1,Home
VRS: Campanya 2024,400,116,62,3,Dona
VRS: Campanya 2024,400,148,80,3,Home
VRS: Campanya 2024,401,92,49,3,Dona
VRS: Campanya 2024,401,136,75,3,Home
VRS: Campanya 2024,402,90,50,3,Home
VRS: Campanya 2024,402,84,43,3,Dona
VRS: Campanya 2024,403,160,85,3,Home
VRS: Campanya 2024,403,144,77,3,Dona
VRS: Campanya 2024,404,124,71,-1,Home
VRS: Campanya 2024,404,120,68,-1,Dona
VRS: Campanya 2024,405,96,49,-1,Dona
VRS: Campanya 2024,405,76,41,-1,Home
VRS: Campanya 2024,406,112,62,-1,Dona
VRS: Campanya 2024,406,102,59,-1,Home
VRS: Campanya 2024,408,50,27,-1,Dona
VRS: Campanya 2024,408,56,30,-1,Home
VRS: Campanya 2024,409,62,32,-1,Home
VRS: Campanya 2024,409,46,24,-1,Dona
VRS: Campanya 2025,0,40,24,-1,Home
VRS: Campanya 2025,0,36,23,-1,Dona
VRS: Campanya 2025,1,26,13,3,Dona
VRS: Campanya 2025,1,44,23,3,Home
VRS: Campanya 2025,2,106,55,4,Home
VRS: Campanya 2025,2,94,50,4,Dona
VRS: Campanya 2025,3,66,34,4,Dona
VRS: Campanya 2025,3,70,37,4,Home
VRS: Campanya 2025,4,216,112,4,Home
VRS: Campanya 2025,4,140,72,4,Dona
VRS: Campanya 2025,5,76,43,3,Dona
VRS: Campanya 2025,5,92,50,3,Home
VRS: Campanya 2025,7,62,33,3,Home
VRS: Campanya 2025,7,34,18,3,Dona
VRS: Campanya 2025,8,90,48,3,Dona
VRS: Campanya 2025,8,82,43,3,Home
VRS: Campanya 2025,9,112,58,3,Dona
VRS: Campanya 2025,9,106,56,3,Home
VRS: Campanya 2025,10,70,41,2,Dona
VRS: Campanya 2025,10,80,45,2,Home
VRS: Campanya 2025,11,74,38,3,Dona
VRS: Campanya 2025,11,78,39,3,Home
VRS: Campanya 2025,12,26,14,3,Home
VRS: Campanya 2025,12,22,11,3,Dona
VRS: Campanya 2025,13,268,142,4,Home
VRS: Campanya 2025,13,250,135,4,Dona
VRS: Campanya 2025,14,178,96,4,Dona
VRS: Campanya 2025,14,180,96,4,Home
VRS: Campanya 2025,15,176,96,3,Home
VRS: Campanya 2025,15,184,102,3,Dona
VRS: Campanya 2025,16,44,23,4,Dona
VRS: Campanya 2025,16,68,36,4,Home
VRS: Campanya 2025,17,122,64,3,Home
VRS: Campanya 2025,17,82,46,3,Dona
VRS: Campanya 2025,18,80,43,3,Dona
VRS: Campanya 2025,18,90,49,3,Home
VRS: Campanya 2025,19,292,161,4,Home
VRS: Campanya 2025,19,246,128,4,Dona
VRS: Campanya 2025,20,152,84,4,Home
VRS: Campanya 2025,20,144,73,4,Dona
VRS: Campanya 2025,21,162,87,2,Dona
VRS: Campanya 2025,21,220,118,2,Home
VRS: Campanya 2025,22,132,74,2,Dona
VRS: Campanya 2025,22,172,94,2,Home
VRS: Campanya 2025,23,166,91,1,Dona
VRS: Campanya 2025,23,178,96,1,Home
VRS: Campanya 2025,24,78,42,2,Dona
VRS: Campanya 2025,24,82,43,2,Home
VRS: Campanya 2025,25,200,110,1,Dona
VRS: Campanya 2025,25,190,108,1,Home
VRS: Campanya 2025,27,84,44,1,Home
VRS: Campanya 2025,27,114,64,1,Dona
VRS: Campanya 2025,28,110,63,2,Dona
VRS: Campanya 2025,28,128,71,2,Home
VRS: Campanya 2025,29,104,58,2,Home
VRS: Campanya 2025,29,106,60,2,Dona
VRS: Campanya 2025,30,142,73,2,Dona
VRS: Campanya 2025,30,110,65,2,Home
VRS: Campanya 2025,31,136,72,2,Home
VRS: Campanya 2025,31,120,62,2,Dona
VRS: Campanya 2025,32,118,61,3,Dona
VRS: Campanya 2025,32,164,86,3,Home
VRS: Campanya 2025,33,132,68,3,Dona
VRS: Campanya 2025,33,140,74,3,Home
VRS: Campanya 2025,34,124,64,4,Dona
VRS: Campanya 2025,34,128,67,4,Home
VRS: Campanya 2025,35,228,125,3,Home
VRS: Campanya 2025,35,190,102,3,Dona
VRS: Campanya 2025,36,124,69,3,Home
VRS: Campanya 2025,36,142,77,3,Dona
VRS: Campanya 2025,38,114,62,2,Dona
VRS: Campanya 2025,38,158,87,2,Home
VRS: Campanya 2025,39,136,73,1,Dona
VRS: Campanya 2025,39,150,82,1,Home
VRS: Campanya 2025,40,140,75,1,Dona
VRS: Campanya 2025,40,108,62,1,Home
VRS: Campanya 2025,41,150,80,1,Dona
VRS: Campanya 2025,41,166,91,1,Home
VRS: Campanya 2025,42,194,113,1,Home
VRS: Campanya 2025,42,204,113,1,Dona
VRS: Campanya 2025,43,278,156,1,Home
VRS: Campanya 2025,43,280,159,1,Dona
VRS: Campanya 2025,44,140,78,1,Dona
VRS: Campanya 2025,44,162,95,1,Home
VRS: Campanya 2025,45,80,48,1,Home
VRS: Campanya 2025,45,74,40,1,Dona
VRS: Campanya 2025,46,236,124,1,Home
VRS: Campanya 2025,46,182,100,1,Dona
VRS: Campanya 2025,47,192,100,2,Home
VRS: Campanya 2025,47,164,88,2,Dona
VRS: Campanya 2025,48,144,78,2,Home
VRS: Campanya 2025,48,144,77,2,Dona
VRS: Campanya 2025,49,102,54,2,Dona
VRS: Campanya 2025,49,128,70,2,Home
VRS: Campanya 2025,50,108,61,2,Home
VRS: Campanya 2025,50,100,54,2,Dona
VRS: Campanya 2025,51,102,54,2,Home
VRS: Campanya 2025,51,122,67,2,Dona
VRS: Campanya 2025,52,108,56,2,Dona
VRS: Campanya 2025,52,112,63,2,Home
VRS: Campanya 2025,53,148,77,3,Home
VRS: Campanya 2025,53,96,49,3,Dona
VRS: Campanya 2025,54,134,77,3,Dona
VRS: Campanya 2025,54,146,79,3,Home
VRS: Campanya 2025,55,190,100,3,Dona
VRS: Campanya 2025,55,168,93,3,Home
VRS: Campanya 2025,56,96,53,2,Home
VRS: Campanya 2025,56,124,67,2,Dona
VRS: Campanya 2025,59,134,69,3,Dona
VRS: Campanya 2025,59,164,87,3,Home
VRS: Campanya 2025,62,126,66,3,Dona
VRS: Campanya 2025,62,100,53,3,Home
VRS: Campanya 2025,63,118,62,4,Home
VRS: Campanya 2025,63,126,66,4,Dona
VRS: Campanya 2025,64,104,56,4,Dona
VRS: Campanya 2025,64,126,69,4,Home
VRS: Campanya 2025,65,176,95,2,Home
VRS: Campanya 2025,65,188,99,2,Dona
VRS: Campanya 2025,67,208,109,2,Dona
VRS: Campanya 2025,67,198,107,2,Home
VRS: Campanya 2025,69,80,41,4,Home
VRS: Campanya 2025,69,88,48,4,Dona
VRS: Campanya 2025,70,92,49,4,Home
VRS: Campanya 2025,70,100,51,4,Dona
VRS: Campanya 2025,71,176,97,2,Home
VRS: Campanya 2025,71,168,89,2,Dona
VRS: Campanya 2025,72,162,86,2,Home
VRS: Campanya 2025,72,146,82,2,Dona
VRS: Campanya 2025,73,138,74,2,Dona
VRS: Campanya 2025,73,134,74,2,Home
VRS: Campanya 2025,74,150,81,4,Dona
VRS: Campanya 2025,74,196,103,4,Home
VRS: Campanya 2025,75,98,52,2,Home
VRS: Campanya 2025,75,92,50,2,Dona
VRS: Campanya 2025,76,154,85,2,Home
VRS: Campanya 2025,76,126,72,2,Dona
VRS: Campanya 2025,77,98,55,2,Home
VRS: Campanya 2025,77,106,56,2,Dona
VRS: Campanya 2025,78,100,55,3,Dona
VRS: Campanya 2025,78,80,43,3,Home
VRS: Campanya 2025,79,88,46,4,Home
VRS: Campanya 2025,79,72,39,4,Dona
VRS: Campanya 2025,80,40,21,3,Home
VRS: Campanya 2025,80,24,13,3,Dona
VRS: Campanya 2025,81,64,35,3,Dona
VRS: Campanya 2025,81,30,18,3,Home
VRS: Campanya 2025,82,98,55,3,Dona
VRS: Campanya 2025,82,134,69,3,Home
VRS: Campanya 2025,83,22,12,3,Home
VRS: Campanya 2025,83,26,20,3,Dona
VRS: Campanya 2025,84,114,60,3,Home
VRS: Campanya 2025,84,94,50,3,Dona
VRS: Campanya 2025,85,196,101,3,Dona
VRS: Campanya 2025,85,222,116,3,Home
VRS: Campanya 2025,86,106,55,3,Home
VRS: Campanya 2025,86,54,28,3,Dona
VRS: Campanya 2025,87,60,31,3,Home
VRS: Campanya 2025,87,52,26,3,Dona
VRS: Campanya 2025,88,64,35,3,Home
VRS: Campanya 2025,88,46,24,3,Dona
VRS: Campanya 2025,89,148,80,3,Dona
VRS: Campanya 2025,89,132,70,3,Home
VRS: Campanya 2025,90,92,49,4,Dona
VRS: Campanya 2025,90,82,45,4,Home
VRS: Campanya 2025,91,178,104,3,Home
VRS: Campanya 2025,91,212,121,3,Dona
VRS: Campanya 2025,92,26,15,3,Dona
VRS: Campanya 2025,92,18,9,3,Home
VRS: Campanya 2025,93,98,59,3,Dona
VRS: Campanya 2025,93,116,63,3,Home
VRS: Campanya 2025,95,140,75,2,Dona
VRS: Campanya 2025,95,132,72,2,Home
VRS: Campanya 2025,96,26,13,3,Home
VRS: Campanya 2025,96,26,13,3,Dona
VRS: Campanya 2025,97,136,75,2,Home
VRS: Campanya 2025,97,100,57,2,Dona
VRS: Campanya 2025,98,70,37,3,Dona
VRS: Campanya 2025,98,98,53,3,Home
VRS: Campanya 2025,100,244,130,3,Home
VRS: Campanya 2025,100,210,113,3,Dona
VRS: Campanya 2025,101,46,27,3,Dona
VRS: Campanya 2025,101,46,29,3,Home
VRS: Campanya 2025,102,70,39,3,Dona
VRS: Campanya 2025,102,96,49,3,Home
VRS: Campanya 2025,103,122,65,3,Home
VRS: Campanya 2025,103,88,49,3,Dona
VRS: Campanya 2025,104,98,52,2,Dona
VRS: Campanya 2025,104,110,60,2,Home
VRS: Campanya 2025,105,114,57,2,Dona
VRS: Campanya 2025,105,104,55,2,Home
VRS: Campanya 2025,106,98,53,3,Home
VRS: Campanya 2025,106,112,58,3,Dona
VRS: Campanya 2025,107,78,43,4,Home
VRS: Campanya 2025,107,72,37,4,Dona
VRS: Campanya 2025,108,178,96,3,Home
VRS: Campanya 2025,108,182,95,3,Dona
VRS: Campanya 2025,109,162,87,4,Dona
VRS: Campanya 2025,109,212,111,4,Home
VRS: Campanya 2025,110,78,40,3,Home
VRS: Campanya 2025,110,46,24,3,Dona
VRS: Campanya 2025,111,114,61,3,Dona
VRS: Campanya 2025,111,122,65,3,Home
VRS: Campanya 2025,112,6,7,3,Home
VRS: Campanya 2025,112,12,6,3,Dona
VRS: Campanya 2025,113,50,33,4,Dona
VRS: Campanya 2025,113,74,40,4,Home
VRS: Campanya 2025,114,78,42,4,Home
VRS: Campanya 2025,114,92,48,4,Dona
VRS: Campanya 2025,115,184,98,3,Dona
VRS: Campanya 2025,115,182,99,3,Home
VRS: Campanya 2025,116,94,48,3,Home
VRS: Campanya 2025,116,90,51,3,Dona
VRS: Campanya 2025,117,132,74,2,Dona
VRS: Campanya 2025,117,118,72,2,Home
VRS: Campanya 2025,118,34,20,3,Home
VRS: Campanya 2025,118,16,9,3,Dona
VRS: Campanya 2025,119,336,179,4,Home
VRS: Campanya 2025,119,330,182,4,Dona
VRS: Campanya 2025,120,30,16,3,Home
VRS: Campanya 2025,120,24,12,3,Dona
VRS: Campanya 2025,121,188,109,2,Home
VRS: Campanya 2025,121,152,90,2,Dona
VRS: Campanya 2025,122,106,56,3,Home
VRS: Campanya 2025,122,92,53,3,Dona
VRS: Campanya 2025,123,170,90,2,Home
VRS: Campanya 2025,123,164,92,2,Dona
VRS: Campanya 2025,124,126,67,2,Dona
VRS: Campanya 2025,124,158,87,2,Home
VRS: Campanya 2025,125,210,115,3,Home
VRS: Campanya 2025,125,188,103,3,Dona
VRS: Campanya 2025,126,192,101,2,Dona
VRS: Campanya 2025,126,196,104,2,Home
VRS: Campanya 2025,127,98,51,3,Dona
VRS: Campanya 2025,127,76,39,3,Home
VRS: Campanya 2025,128,98,51,3,Home
VRS: Campanya 2025,128,64,35,3,Dona
VRS: Campanya 2025,129,12,6,3,Home
VRS: Campanya 2025,129,6,3,3,Dona
VRS: Campanya 2025,130,20,11,3,Home
VRS: Campanya 2025,130,16,8,3,Dona
VRS: Campanya 2025,131,58,30,3,Dona
VRS: Campanya 2025,131,46,27,3,Home
VRS: Campanya 2025,133,46,23,3,Home
VRS: Campanya 2025,133,42,23,3,Dona
VRS: Campanya 2025,134,30,17,3,Home
VRS: Campanya 2025,134,34,20,3,Dona
VRS: Campanya 2025,135,146,79,4,Dona
VRS: Campanya 2025,135,174,89,4,Home
VRS: Campanya 2025,136,172,94,4,Dona
VRS: Campanya 2025,136,172,91,4,Home
VRS: Campanya 2025,137,134,68,2,Home
VRS: Campanya 2025,137,146,73,2,Dona
VRS: Campanya 2025,138,136,71,3,Dona
VRS: Campanya 2025,138,148,75,3,Home
VRS: Campanya 2025,139,100,52,3,Dona
VRS: Campanya 2025,139,106,54,3,Home
VRS: Campanya 2025,140,108,57,4,Home
VRS: Campanya 2025,140,110,56,4,Dona
VRS: Campanya 2025,141,180,97,3,Dona
VRS: Campanya 2025,141,168,91,3,Home
VRS: Campanya 2025,142,234,133,4,Home
VRS: Campanya 2025,142,222,120,4,Dona
VRS: Campanya 2025,143,146,79,4,Home
VRS: Campanya 2025,143,122,67,4,Dona
